RSWKTag,year,subject,publisher_city,publisher,schoollevel,id,title,language,schooltype,author
"Deutschunterricht,Gymnasium,Grundschule,Deutschland,Lesebuch",1872,Muttersprachlicher  Unterricht,Gütersloh,Bertelsmann,Grundschule,GEIsb2020020x010872,,ger,Gymnasium,
"Deutschunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Lesebuch",1872,Muttersprachlicher  Unterricht,Coblenz,Bädeker,Sekundarstufe 1,GEIsb000007721,Deutsches Lesebuch für die mittleren Klassen und die Secunda höherer Lehranstalten,ger,Gymnasium,
"Deutschunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Lesebuch",1872,Muttersprachlicher  Unterricht,Halle,Buchh. des Waisenhauses,Sekundarstufe 1,GEIsb1050003x01872,Für untere Klassen,ger,Gymnasium,
"Geschichtsunterricht,Hauptschule,Sekundarstufe 1,Deutschland,Schulbuch",1872,Geschichtsunterricht,Breslau,Hirt,Sekundarstufe 1,GEIsb1010030x04872,Der @deutsch-französische Krieg,,Hauptschule,
"Geschichtsunterricht,Sekundarstufe 2,Deutschland,Schulbuch",1872,Geschichtsunterricht,Mainz,Kunze,Sekundarstufe 2,GEIsb1530009x011872,Alte Geschichte,,,
"Deutschunterricht,Hauptschule,Sekundarstufe 1,Deutschland,Lesebuch",1872,Muttersprachlicher  Unterricht,Breslau,Hirt,Sekundarstufe 1,GEIsb1010030x021872,"Zweites und drittes Lesebuch im Auszuge, als Grundlage für den vereinigten Sach- und Sprach-Unterricht",ger,Hauptschule,
"Erstleseunterricht,Grundschule,Deutschland,Schulbuch",1872,Erstleseunterricht,Magdeburg,Fabricius,Grundschule,GEIsb2010276x02872,,,,
"Erstleseunterricht,Grundschule,Deutschland,Schulbuch",1871,Erstleseunterricht,Köln,DuMont-Schauberg,Grundschule,,,ger,,
"Geografieunterricht,Sekundarstufe 1,Deutschland,Schulbuch",1871,Geographieunterricht,Hannover,Hahn,Sekundarstufe 1,,Deutschland und die germanischen Nachbarländer,ger,,
"Geschichtsunterricht,Deutschland,Lehrmittel",1871,Geschichtsunterricht,Berlin,Gaertner,k07,,Zur Universal-Geschichte,ger,,
"Bezirk Marienwerder,Preußen,Deutschland,Grundschule,Evangelische Schule,Lehrplan",1871,u080,,,Grundschule,,Normallehrplan für Elementarschulen,ger,Grundschule,
"Geografieunterricht,Sekundarstufe 1,Deutschland,Schulbuch",1871,Geographieunterricht,Nürnberg,Korn,Sekundarstufe 1,GEIsb000120845,Leitfaden der Geographie von Deutschland,ger,,
"Realien,Hauptschule,Sekundarstufe 1,Deutschland,Schulbuch",1871,Realien,Zwickau,Zückler,Sekundarstufe 1,GEIsb000083453,"Drittes Schulbuch, Lehr- und Lesebuch für die Oberclassen der Volksschule",ger,Hauptschule,
"Deutschunterricht,Deutschland,Lesebuch",1871,Muttersprachlicher  Unterricht,Leipzig,Hirzel,k07,GEIsb000092050,Fünf Bücher deutscher Lieder und Gedichte,ger,,
"Geschichtsunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Schulbuch",1871,Geschichtsunterricht,Münster,Coppenrath,Sekundarstufe 1,GEIsb1490004x03871,Geschichte der neueren und neuesten Zeit,,Gymnasium,
"Geografieunterricht,Sekundarstufe 1,Deutschland,Schulbuch",1871,Geographieunterricht,Leipzig,Schultze,Sekundarstufe 1,GEIsb000009221,Grundzüge der Erdbeschreibung,ger,,
"Erstleseunterricht,Grundschule,Deutschland,Schulbuch",1871,Erstleseunterricht,Breslau,Hirt,Grundschule,GEIsb2010177x011871,Deutsche Fibel und Lesebuch für die untere Stufe,,,
"Geografieunterricht,Sekundarstufe 1,Deutschland,Schulbuch",1871,Geographieunterricht,Breslau,Hirt,Sekundarstufe 1,GEIsb000007307,Schulgeographie von Deutschland,ger,,
"Geografieunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Schulbuch",1871,Geographieunterricht,Breslau,Hirt,Sekundarstufe 1,GEIsb000014045,Kleine Schul-Geographie,ger,Gymnasium,
"Erstleseunterricht,Grundschule,Deutschland,Schulbuch",1871,Erstleseunterricht,Breslau,Hirt,Grundschule,GEIsb1010030x01871,"Erstes Lesebuch für den vereinigten Lese-, Sprach-, Sach- und Zeichen-Unterricht",,,
"Erstleseunterricht,Grundschule,Deutschland,Schulbuch",1871,Erstleseunterricht,Königsberg,Hartung,Grundschule,GEIsb000022844,"Febel, ksiażka do poczatkowego ćwiczenia dziatek polskich",,,
"Geografieunterricht,Grundschule,Deutschland,Schulbuch",1871,Geographieunterricht,Hannover,Klindworth,Grundschule,GEIsb000015929,Die @Lande Braunschweig und Hannover,ger,,
"Geschichtsunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Schulbuch",1871,Geschichtsunterricht,Stuttgart,Schweizerbart,Sekundarstufe 1,GEIsb000021562,Zeittafeln für den Unterricht in der Geschichte an den unteren Gelehrten- und Realschulen,,Gymnasium,
"Erstleseunterricht,Grundschule,Deutschland,Schulbuch",1871,Erstleseunterricht,Leipzig,Klinkhardt,Grundschule,GEIsb2010346x01871,Lese- und Schreib-Fibel für Elementarklassen,,,
"Geschichtsunterricht,Deutschland,Lehrmittel",1871,Geschichtsunterricht,Leipzig,Leuckart,k07,GEIsb000016529,Abriß der brandenburg-preußischen Geschichte,ger,,
"Geschichtsunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Schulbuch",1871,Geschichtsunterricht,Coblenz,Bädeker,Sekundarstufe 1,GEIsb000018888,Grundriß der deutschen Geschichte für die mittleren Klassen höherer Lehranstalten,,Gymnasium,
"Erstleseunterricht,Grundschule,Deutschland,Schulbuch",1871,Erstleseunterricht,Leipzig,Siegismund & Volkening,Grundschule,GEIsb000011637,Fibel oder Lehr- und Lesebuch für das erste Schuljahr,,,
"Geschichtsunterricht,Hauptschule,Sekundarstufe 1,Deutschland,Schulbuch",1871,Geschichtsunterricht,Freiburg im Breisgau,Herder,Sekundarstufe 1,GEIsb1010029x06871,Geschichte,,Hauptschule,
"Realien,Hauptschule,Sekundarstufe 1,Deutschland,Schulbuch",1871,Realien,Einbeck,Ehlers,Sekundarstufe 1,GEIsb000024251,Neuer Kinderfreund,ger,Hauptschule,
"Geschichtsunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Schulbuch",1871,Geschichtsunterricht,Berlin,Vahlen,Sekundarstufe 1,GEIsb000015605,Geschichte des deutschen Volkes,,Gymnasium,
"Geschichtsunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Schulbuch",1871,Geschichtsunterricht,München,Lindauer,Sekundarstufe 1,GEIsb2490107x01871,Die @Alte Welt,,Gymnasium,
"Deutschunterricht,Sekundarstufe 1,Deutschland,Lesebuch",1871,Muttersprachlicher  Unterricht,Hannover,Rümpler,Sekundarstufe 1,GEIsb1010017x03871,@,ger,,
"Deutschunterricht,Hauptschule,Sekundarstufe 1,Deutschland,Lesebuch",1871,Muttersprachlicher  Unterricht,München,Königl. Central-Schulbücher-Verl.,Sekundarstufe 1,GEIsb2060087x01871,,ger,Hauptschule,
"Geschichtsunterricht,Sekundarstufe 1,Deutschland,Schulbuch",1871,Geschichtsunterricht,Braunschweig,Wreden,Sekundarstufe 1,GEIsb000012770,Bilder aus der Weltgeschichte,,,
"Deutschunterricht,Hauptschule,Sekundarstufe 1,Deutschland,Lesebuch",1871,Muttersprachlicher  Unterricht,Breslau,Hirt,Sekundarstufe 1,GEIsb2010177x02871,Deutsches Lesebuch für die mittlere und obere Stufe,ger,Hauptschule,
"Geografieunterricht,Grundschule,Deutschland,Schulbuch",1871,Geographieunterricht,Frankfurt,Jaeger,Grundschule,GEIsb000011218,Elemente einer Heimathskunde für den Regierungsbezirk Wiesbaden (Nassau),ger,,
"Erstleseunterricht,Grundschule,Deutschland,Schulbuch",1871,Erstleseunterricht,Breslau,Hirt,Grundschule,GEIsb2010177x010871,Deutsche Fibel und Lesebuch für die untere Stufe,,,
"Judentum,Predigtsammlung,Predigthilfe,Juden,Jüdische Erziehung,Jüdischer Religionsunterricht,Deutschland,Lehrmittel",1871,Religionsunterricht,Hersfeld,Rotenburg,,,Ausgewählte Predigten,ger,,Mendel Hess
"Geografieunterricht,Sekundarstufe 1,Deutschland,Schulbuch",1871,Geographieunterricht,Hannover,Hahn,Sekundarstufe 1,,Deutschland und die germanischen Nachbarländer,ger,,
"Geschichtsunterricht,Sekundarstufe,Deutschland,Lehrmittel",1871,Geschichtsunterricht,Berlin,Habel,Sekundarstufe 2,,Tabellen zur allgemeinen Geschichte zum Gebrauch für höhere Lehranstalten und zum Selbstudium,ger,,
"Geografieunterricht,Sekundarstufe 1,Deutschland,Schulbuch",1870,Geographieunterricht,Hannover,Hahn,Sekundarstufe 1,,Physische Geographie,ger,,
"Geografieunterricht,Sekundarstufe 1,Deutschland,Schulbuch",1870,Geographieunterricht,Hannover,Hahn,Sekundarstufe 1,,Topische Geographie,ger,,
"Erstleseunterricht,Grundschule,Deutschland,Schulbuch",1870,Erstleseunterricht,Breslau,Hirt,Grundschule,,Lesetafeln nach der Münsterberger Lesemethode,ger,,
"Erstleseunterricht,Grundschule,Deutschland,Schulbuch",1870,Erstleseunterricht,Altona,Schlüter,Grundschule,GEIsb2010208x01870,"Schreib-Leseunterricht, Lese-Schreibunterricht und kleinkindliche Lesestücke, nebst 172 methodisch geordneten Aufgaben für die ersten Rechtschreibübungen",,,
"Geografieunterricht,Sekundarstufe 1,Deutschland,Schulbuch",1870,Geographieunterricht,Halle,Schwetschke,Sekundarstufe 1,GEIsb000120869,"Lehrbuch der Erdkunde enthaltend die Grundlehren der mathematischen, physikalischen und politischen Geographie sammt der Länder- und Staatenkunde aller fünf Erdtheile",ger,,
"Geschichtsunterricht,Deutschland,Lehrmittel",1870,Geschichtsunterricht,Halle,Buchh. des Waisenhauses,k07,GEIsb000109972,Geschichts-Tabellen zum Gebrauch beim Elementarunterricht in der Geschichte,ger,,
"Geografieunterricht,Sekundarstufe 2,Deutschland,Schulbuch",1870,Geographieunterricht,Berlin,Gaertner,Sekundarstufe 2,GEIsb000094233,Geographische Repetitionen,ger,,
"Deutschunterricht,Grundschule,Deutschland,Lesebuch",1870,Muttersprachlicher  Unterricht,Hannover,Ehlermann,Grundschule,GEIsb1010024x02870,Deutsches Lesebuch für das Alter von 7 - 9 Jahren,ger,,
"Geschichtsunterricht,Sekundarstufe 2,Deutschland,Schulbuch",1870,Geschichtsunterricht,Coblenz,Baedeker,Sekundarstufe 2,GEIsb1530001x01870,Das @Alterthum,,,
"Deutschunterricht,Sekundarstufe 2,Deutschland,Lesebuch",1870,Muttersprachlicher  Unterricht,Berlin,Mittler,Sekundarstufe 2,GEIsb1050017x021x021x01870,"Proben der klassischen Poesie des 12., 13., 14. und 15. Jahrhunderts, in einen kurzen Abriß der Literaturgeschichte des Mittelalters eingerahmt, nebst einem Glossar",ger,,
"Geografieunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Schulbuch",1870,Geographieunterricht,Leipzig,Fleischer,Sekundarstufe 1,GEIsb1290009x02870,Bilder aus der Länder- und Völkerkunde,,Gymnasium,
"Geografieunterricht,Sekundarstufe 1,Deutschland,Schulbuch",1870,Geographieunterricht,Breslau,Hirt,Sekundarstufe 1,GEIsb000031210,Westfalen,ger,,
"Realien,Sekundarstufe 1,Deutschland,Schulbuch",1870,Realien,Altenburg,Bonde,Sekundarstufe 1,GEIsb1010005x03870,Für Oberklassen,ger,,
"Geschichtsunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Schulbuch",1870,Geschichtsunterricht,Hildburghausen,Nonne,Sekundarstufe 1,GEIsb1490022x01870,Für den Unterricht in Unterklassen berechnet,,Gymnasium,
"Deutschunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Lesebuch",1870,Muttersprachlicher  Unterricht,Leipzig,Wigand,Sekundarstufe 1,GEIsb1140001x01870,,ger,Gymnasium,
"Deutschunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Lesebuch",1870,Muttersprachlicher  Unterricht,Stuttgart,Rupfer,Sekundarstufe 1,GEIsb2050047x010870,,ger,Gymnasium,
"Deutschunterricht,Gymnasium,Grundschule,Deutschland,Lesebuch",1870,Muttersprachlicher  Unterricht,Leipzig,Brandstetter,Grundschule,GEIsb1020001x03870,,ger,Gymnasium,
"Realien,Sekundarstufe 1,Deutschland,Schulbuch",1870,Realien,Potsdam,Rentel,Sekundarstufe 1,GEIsb000024380,"Die @fünf Hauptstücke nebst einigen Gebeten und Hülfsmitteln für Geschichte, Geographie, deutsche Sprachlehre und Rechnen",ger,,
"Geografieunterricht,Sekundarstufe 1,Deutschland,Schulbuch",1870,Geographieunterricht,Breslau,Hirt,Sekundarstufe 1,GEIsb000024115,Schleswig-Holstein und Lauenburg,ger,,
"Geografieunterricht,Hauptschule,Sekundarstufe 1,Deutschland,Schulbuch",1870,Geographieunterricht,Lahr,Kaufmann,Sekundarstufe 1,GEIsb000022677,Geographie von Baden,ger,Hauptschule,
"Deutschunterricht,Hauptschule,Sekundarstufe 1,Deutschland,Lesebuch",1870,Muttersprachlicher  Unterricht,Lahr,Geiger,Sekundarstufe 1,GEIsb2010008x031x01870,,ger,Hauptschule,
"Geschichtsunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Schulbuch",1870,Geschichtsunterricht,Eisleben,Reichardt,Sekundarstufe 1,GEIsb000021349,Geschichts-Cursus für die mittleren Klassen der Gymnasien und Realschulen,,Gymnasium,
"Realien,Sekundarstufe 1,Deutschland,Schulbuch",1870,Realien,Oppenheim,Kern,Sekundarstufe 1,GEIsb1810001x02870,Lesebuch in Lebensbildern für mittlere Schulklassen,ger,,
"Deutschunterricht,Grundschule,Deutschland,Lesebuch",1870,Muttersprachlicher  Unterricht,Hannover,Ehlermann,Grundschule,GEIsb1010024x01870,Deutsches Lesebuch für das früheste Jugendalter,ger,,
"Geschichtsunterricht,Deutschland,Lehrmittel",1870,Geschichtsunterricht,Berlin,Gaertner,k07,GEIsb000009222,Zur biographischen Vorstufe,ger,,
"Erstleseunterricht,Grundschule,Deutschland,Schulbuch",1870,Erstleseunterricht,Breslau,Hirt,Grundschule,GEIsb1010030x01870,"Erstes Lesebuch für den vereinigten Lese-, Sprach-, Sach- und Zeichen-Unterricht",,,
"Erstleseunterricht,Grundschule,Deutschland,Schulbuch",1870,Erstleseunterricht,Hannover,Hahn,Grundschule,GEIsb000017712,Neue Lesefibel nach der Lautmethode,,,
"Geografieunterricht,Geschichtsunterricht,Höhere Schule,Gymnasium,Bürgerschule,Sekundarstufe 1,Schulbuch",1870,Geschichtsunterricht,Coblenz,Baedeker,Sekundarstufe 1,GEIsb1490001x02870,Das @Mittelalter,ger,Gymnasium,
"Realien,Hauptschule,Sekundarstufe 1,Deutschland,Schulbuch",1870,Realien,Essen,Bädeker,Sekundarstufe 1,GEIsb000013630,Lehr- und Lesebuch oder die Vaterlands- und Weltkunde,,Hauptschule,
"Realien,Hauptschule,Sekundarstufe 1,Deutschland,Schulbuch",1870,Realien,Hannover,Meyer,Sekundarstufe 1,GEIsb000011844,Zweites Lesebuch für Volksschulen,,Hauptschule,
"Deutschunterricht,Hauptschule,Sekundarstufe 1,Deutschland,Lesebuch",1870,Muttersprachlicher  Unterricht,Rengshausen,Verl. des Beiserhauses,Sekundarstufe 1,GEIsb000007021,Lesebuch für evangelische Volksschulen,ger,Hauptschule,
"Geschichtsunterricht,Deutschland,Lehrmittel",1870,Geschichtsunterricht,Leipzig,Arnoldi,k07,GEIsb000006611,Geschichtstabellen zum Auswendiglernen,ger,,
"Geschichtsunterricht,Sekundarstufe 2,Deutschland,Schulbuch",1870,Geschichtsunterricht,Mainz,Kunze,Sekundarstufe 2,GEIsb1530009x020870,Geschichte des Mittelalters,ger,,
"Deutschunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Lesebuch",1870,Muttersprachlicher  Unterricht,Stuttgart,Rupfer,Sekundarstufe 1,GEIsb2050047x02870,,ger,Gymnasium,
"Geschichtsunterricht,Sekundarstufe 2,Deutschland,Schulbuch",1870,Geschichtsunterricht,Mainz,Kunze,Sekundarstufe 2,GEIsb1530009x012870,Alte Geschichte,ger,,
"Geografieunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Schulbuch",1869,Geographieunterricht,Halle,Buchh. des Waisenhauses,Sekundarstufe 1,,Lehrbuch der Geographie für höhere Unterrichtsanstalten,ger,Gymnasium,
"Geschichtsunterricht,Realschule,Sekundarstufe 1,Deutschland,Schulbuch",1869,Geschichtsunterricht,Amberg,Pohl,Sekundarstufe 1,,Bayerische Geschichte im engen Zusammenhange mit der deutschen Geschichte,ger,Realschule,
"Online-Publikation,Realien,Deutschland,Lehrmittel",1869,Realien,Braunschweig,Schwetschke,,,"Asien, Australien, Afrika, Amerika",ger,,
"Online-Publikation,Realien,Deutschland,Lehrmittel",1869,Realien,Braunschweig,Schwetschke,,,"Skandinavisches Reich, Deutschland, Oesterreich, Italien, Griechenland, Russisches Reich",ger,,
"Geschichtsunterricht,Sekundarstufe 2,Deutschland,Schulbuch",1869,Geschichtsunterricht,Hannover,Hahn,Sekundarstufe 2,,Geschichte des deutschen Volkes und Landes,ger,,
"Geschichtsunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Schulbuch",1869,Geschichtsunterricht,Hildburghausen,Nonne,Sekundarstufe 1,,Für einjährigen Unterricht in höheren Mittelklassen berechnet,ger,Gymnasium,
"Geschichtsunterricht,Deutschland,Lehrmittel",1869,Geschichtsunterricht,Berlin,Gaertner,k07,,Zur ethnographischen Vorstufe,ger,,
"Deutschunterricht,Realien,Grundschule,Sekundarstufe 1,Lesebuch",1869,Muttersprachlicher  Unterricht,Gotha,Thienemann,Sekundarstufe 1,,Deutsches Lesebuch,ger,,
"Erstleseunterricht,Grundschule,Deutschland,Schulbuch",1869,Erstleseunterricht,Bamberg,Buchner,Grundschule,GEIsb1010163x011x01869,Die @ersten Schreib- und Leseübungen in deutscher Druck- und Currentschrift,ger,,
"Geografieunterricht,Deutschland,Lehrmittel",1869,Geographieunterricht,Langensalza,Greßler,k07,GEIsb2400024x02869,,ger,,
"Geschichtsunterricht,Sekundarstufe 2,Deutschland,Schulbuch",1869,Geschichtsunterricht,Berlin,Herbig,Sekundarstufe 2,GEIsb000094397,"Auszug aus der Alten, Mittleren und Neueren Geschichte",ger,,
"Geschichtsunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Schulbuch",1869,Geschichtsunterricht,Erfurt,Körner,Sekundarstufe 1,GEIsb000035534,Hilfsbuch zum Unterricht in der deutschen und brandenburgisch-preußischen Geschichte,ger,Gymnasium,
"Geografieunterricht,Sekundarstufe 1,Deutschland,Schulbuch",1869,Geographieunterricht,Hildburghausen,Gadow,Sekundarstufe 1,GEIsb000035530,Leitfaden für den geographischen Unterricht,ger,,
"Deutschunterricht,Hauptschule,Sekundarstufe 1,Deutschland,Lesebuch",1869,Muttersprachlicher  Unterricht,Hannover,Helwing,Sekundarstufe 1,GEIsb1060004x01869,Deutsches Lesebuch für Volksschulen,ger,Hauptschule,
"Deutschunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Lesebuch",1869,Muttersprachlicher  Unterricht,Paris,Berger-Levrault,Sekundarstufe 1,GEIsb000034650,Deutsches Lesebuch für die Unter- und Mittelklassen höherer Lehranstalten,ger,Gymnasium,
"Geschichtsunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Schulbuch",1869,Geschichtsunterricht,Hildburghausen,Nonne,Sekundarstufe 1,GEIsb1490022x02869,Für einjährigen Unterricht in mittleren Klassen berechnet,,Gymnasium,
"Geschichtsunterricht,Sekundarstufe 1,Deutschland,Schulbuch",1869,Geschichtsunterricht,Heidelberg,Weiß,Sekundarstufe 1,GEIsb000034017,Der @erste geschichtliche Unterricht,ger,,
"Geschichtsunterricht,Sekundarstufe 2,Deutschland,Schulbuch",1869,Geschichtsunterricht,Leipzig,Teubner,Sekundarstufe 2,GEIsb1530013x0110869,Geschichte des Orients und Griechenlands,ger,,
"Deutschunterricht,Sekundarstufe 2,Deutschland,Lesebuch",1869,Muttersprachlicher  Unterricht,Leipzig,Wigand,Sekundarstufe 2,GEIsb1140001x02869,,ger,,
"Deutschunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Lesebuch",1869,Muttersprachlicher  Unterricht,Leipzig,Brandstetter,Sekundarstufe 1,GEIsb1020001x04869,,ger,Gymnasium,
"Realien,Hauptschule,Sekundarstufe 1,Deutschland,Schulbuch",1869,Realien,Essen,Bädeker,Sekundarstufe 1,GEIsb1820009x02869,Die @Vaterlands- und Weltkunde,ger,Hauptschule,
"Geschichtsunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Schulbuch",1869,Geschichtsunterricht,Freiburg,Herder,Sekundarstufe 1,GEIsb1490011x01869,Geschichte des Alterthums,ger,Gymnasium,
"Geografieunterricht,Deutschland,Lehrmittel",1869,Geographieunterricht,Stuttgart,Steinkopf,k07,GEIsb1400030x02869,Die @Außenländer Europa's und die übrigen Welttheile,ger,,
"Geschichtsunterricht,Deutschland,Lehrmittel",1869,Geschichtsunterricht,Langensalza,Beyer,k07,GEIsb1600002x01869,[Enthaltend Erzählungen aus der Geschichte der Orientalen und Griechen],ger,,
"Geschichtsunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Schulbuch",1869,Geschichtsunterricht,Leipzig,Engelmann,Sekundarstufe 1,GEIsb000031241,Die @Weltgeschichte in übersichtlicher Darstellung,,Gymnasium,
"Geschichtsunterricht,Sekundarstufe 2,Deutschland,Schulbuch",1869,Geschichtsunterricht,Mainz,Kunze,Sekundarstufe 2,GEIsb1530009x011869,Alte Geschichte,ger,,
"Geschichtsunterricht,Sekundarstufe 2,Deutschland,Schulbuch",1869,Geschichtsunterricht,Mainz,Kunze,Sekundarstufe 2,GEIsb1530009x030869,Neuere Geschichte,ger,,
"Geschichtsunterricht,Sekundarstufe 2,Deutschland,Schulbuch",1869,Geschichtsunterricht,Hannover,Hahn,Sekundarstufe 2,GEIsb1530008x030869,Geschichte des deutschen Volkes und Landes,ger,,
"Geschichtsunterricht,Realschule,Sekundarstufe 1,Deutschland,Schulbuch",1869,Geschichtsunterricht,Amberg,Pohl,Sekundarstufe 1,GEIsb000024704,Bayerische Geschichte im engen Zusammenhange mit der deutschen Geschichte,ger,Realschule,
"Erstleseunterricht,Grundschule,Deutschland,Schulbuch",1869,Erstleseunterricht,Berlin,Stubenrauch,Grundschule,GEIsb000024693,Hand-Fibel,,,
"Deutschunterricht,Grundschule,Deutschland,Lesebuch",1869,Muttersprachlicher  Unterricht,Schleswig,"Verl. der Schulbuchh., Heiberg",Grundschule,GEIsb000021954,Norddeutsches Lesebuch,ger,,
"Geografieunterricht,Deutschland,Lehrmittel",1869,Geographieunterricht,Breslau,Hirt,Sekundarstufe 1,GEIsb1010030x990869,Preußische Heimathskunde,,,
"Erstleseunterricht,Grundschule,Deutschland,Schulbuch",1869,Erstleseunterricht,Breslau,Morgenstern,Grundschule,GEIsb1010222x01869,"Oder: @Uebungen, um richtig sprechen, lesen und schreiben zu lernen",ger,,
"Deutschunterricht,Hauptschule,Sekundarstufe 1,Deutschland,Lesebuch",1869,Muttersprachlicher  Unterricht,Breslau,Hirt,Sekundarstufe 1,GEIsb1010030x021869,Zweites und drittes Lesebuch als Grundlage für den vereinigten Sach- und Sprach-Unterricht,ger,Hauptschule,
"Geografieunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Schulbuch",1869,Geographieunterricht,Halle,Buchh. des Waisenhauses,Sekundarstufe 1,GEIsb000020178,Leitfaden für den Unterricht in der Geographie,,Gymnasium,
"Realien,Hauptschule,Sekundarstufe 1,Deutschland,Schulbuch",1869,Realien,Schleswig,Schulbuchh. Heiberg,Sekundarstufe 1,GEIsb000019532,Vaterländisches Lesebuch für die mehrklassige evangelische Volksschule Norddeutschlands,ger,Hauptschule,
