RSWKTag,year,subject,publisher_city,publisher,schoollevel,id,title,language,schooltype,author
"Erstleseunterricht,Grundschule,Deutschland,Schulbuch",1561,Erstleseunterricht,Tübingen,Morhardt,Grundschule,GEIsb000118423,Tabla za dicu,hrv,,
"Erstleseunterricht,Grundschule,Deutschland,Schulbuch",1542,Erstleseunterricht,Ingolstadt,Weyssenhorn,Grundschule,GEIsb000080625,Leeßkonst,,,
"Erstleseunterricht,Grundschule,Deutschland,Schulbuch",1538,Erstleseunterricht,Tübingen,[Morhart],Grundschule,GEIsb000108450,"Aus dem Handbüchlin gruntlichs berichts, recht vnd wolschreybens",,,
"Erstleseunterricht,Grundschule,Deutschland,Schulbuch",1534,Erstleseunterricht,Nürnberg,Gutknecht,Grundschule,,1,ger,,Leonhard Culmann
"Erstleseunterricht,Grundschule,Deutschland,Schulbuch",1534,Erstleseunterricht,Marburg,Rhodum,Grundschule,GEIsb000108409,"Die @rechte weis auffs kürtzist lesen zu lernen, wie das zum ersten erfunden, vnnd auß der rede vermerckt worden ist",,,
"Erstleseunterricht,Grundschule,Deutschland,Schulbuch",1534,Erstleseunterricht,Marburg,Rhodum,Grundschule,GEIsb000108398,"Die @rechte weis auffs kürtzist lesen zu lernen, wie das zum ersten erfunden, vnnd auß der rede vermerckt worden ist",,,
"Deutschunterricht,Grundschule,Deutschland,Lesebuch",1534,Muttersprachlicher  Unterricht,Augsburg,,Grundschule,GEIsb000108340,Ein @Teütsche Grammatica,ger,,
"Erstleseunterricht,Grundschule,Deutschland,Schulbuch",1534,Erstleseunterricht,Augsburg,Gutknecht,Grundschule,GEIsb000089301,"Eyn @Besonder fast nützlich stymmen büchlein mit figuren, welche die stymmen an jn selbs anzeygen, mit silben vnd namen. In welchem die Gesellen, Eehalten, vñ ander alt leut, auch die kinder, weib vnd mañ, bald (als in XXIIII stunden auff das minst) leychtlich mögen lernen lesen",,,
"Erstleseunterricht,Grundschule,Deutschland,Schulbuch",1534,Erstleseunterricht,[S.l.],[s.n.],Grundschule,GEIsb000081917,Teutsche Grammatica,,,
"Erstleseunterricht,Grundschule,Deutschland,Schulbuch",1533,Erstleseunterricht,Meyntz,Jordan,Grundschule,GEIsb000078316,Leyenschul,,,
"Erstleseunterricht,Grundschule,Deutschland,Schulbuch",1533,Erstleseunterricht,Marburg,Rhodus,Grundschule,GEIsb000018185,Das @Alphabet/ buechlin -mit silben und na-/ men. Auch gemein zifer vnd/ zal- sampt den text des/ kleinen Cate-/ chismi,ger,,Valentin Ickelsamer
"Erstleseunterricht,Grundschule,Deutschland,Schulbuch",1530,Erstleseunterricht,Basel,Wolff,Grundschule,GEIsb000081907,Enchiridion,,,
"Erstleseunterricht,Grundschule,Deutschland,Schulbuch",1515,Erstleseunterricht,Oppenheim,[Köbel],Grundschule,GEIsb000031350,A A a b c ...,,,
"Erstleseunterricht,Grundschule,Deutschland,Schulbuch",1487,Erstleseunterricht,Augsburg,[s.n.],Grundschule,GEIsb000022089,Ettwas von büchstaben aus Prisciano dem bösten in gramatica [Mikroform],,,
"Erstleseunterricht,Grundschule,Deutschland,Schulbuch",1477,Erstleseunterricht,Landshut,[s.n.],Grundschule,GEIsb000009160,Modus legendi,,,
"Deutschunterricht,Grundschule,Deutschland,Lesebuch",1915,Muttersprachlicher  Unterricht,Lahr,Schauenburg,Grundschule,GEIsb2010007x0215,,ger,,
"Deutschunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Lesebuch",1915,Muttersprachlicher  Unterricht,Hannover,Norddt. Verl.-Anst. Goedel,Sekundarstufe 1,GEIsb2020003x0715,,ger,Gymnasium,
"Deutschunterricht,Gymnasium,Grundschule,Deutschland,Lesebuch",1915,Muttersprachlicher  Unterricht,Bielefeld,Velhagen & Klasing,Grundschule,GEIsb20200130x0115,,ger,Gymnasium,
"Deutschunterricht,Gymnasium,Grundschule,Deutschland,Lesebuch",1915,Muttersprachlicher  Unterricht,Hannover,Norddt. Verl.-Anst. Goedel,Grundschule,GEIsb2020003x0115,,ger,Gymnasium,
"Deutschunterricht,Realschule,Sekundarstufe 1,Deutschland,Lesebuch",1915,Muttersprachlicher  Unterricht,Hannover,Carl Meyer (Gustav Prior),Sekundarstufe 1,GEIsb2030032x0515,,ger,Realschule,
"Deutschunterricht,Sonderschule,Deutschland,Lesebuch",1915,Muttersprachlicher  Unterricht,Breslau,Hirt,Sekundarstufe 1,GEIsb2180006x0115,,ger,Sonderschule,
"Geschichtsunterricht,Sekundarstufe 1,Deutschland,Schulbuch",1915,Geschichtsunterricht,Leipzig,Wunderlich,Sekundarstufe 1,GEIsb2480031x039151,Der @Weltkrieg,,,
"Realien,Sekundarstufe 1,Deutschland,Schulbuch",1915,Realien,Bielefeld,Velhagen & Klasing,Sekundarstufe 1,GEIsb000017541,Realienbuch,,,
"Geschichtsunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Schulbuch",1915,Geschichtsunterricht,Düsseldorf,Schwann,Sekundarstufe 1,GEIsb2450019x03915,Griechische und römische Geschichte,,Gymnasium,
"Deutschunterricht,Sekundarstufe 2,Deutschland,Lesebuch",1915,Muttersprachlicher  Unterricht,Berlin,Grote,Sekundarstufe 2,GEIsb2050005x08915,@,ger,,
"Politischer Unterricht,Sozialkundeunterricht,Landwirtschaftliche Berufsschule,Berufsfachschule,Berufsbildende Schule,Selbstunterricht,Tertiärbereich,Deutschland,Lehrmittel",1915,Sozialkundeunterricht,Berlin,Parey,Tertiärbereich,GEIsb000022148,Bürgerkunde,ger,,
"Deutschunterricht,Gymnasium,Grundschule,Deutschland,Lesebuch",1915,Muttersprachlicher  Unterricht,Hannover,Norddt. Verl.-Anst. Goedel,Grundschule,GEIsb2020003x0215,,ger,Gymnasium,
"Deutschunterricht,Sekundarstufe 2,Deutschland,Lesebuch",1915,Muttersprachlicher  Unterricht,Stuttgart,Cotta,Sekundarstufe 2,GEIsb000006556,Lesebuch zur Weltpolitik,ger,,
"Erstleseunterricht,Grundschule,Deutschland,Schulbuch",1915,Erstleseunterricht,Mannheim,Bensheimer,Grundschule,GEIsb000007720,Unter uns Kindern,ger,,
"Deutschunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Lesebuch",1915,Muttersprachlicher  Unterricht,Leipzig,Kesselring,Sekundarstufe 1,GEIsb2050057x0415,@,ger,Gymnasium,
"Deutschunterricht,Grundschule,Deutschland,Lesebuch",1915,Muttersprachlicher  Unterricht,Braunschweig,Hafferburg,Grundschule,GEIsb2010021x03915,,ger,,
"Geschichtsunterricht,Deutschland,Lehrmittel",1915,Geschichtsunterricht,Wittlich,Fischer,k07,SBRT3574172,Zur Geschichte des Weltkrieges 1914/15,ger,,
"Erfurt,Deutschland,Volksschule,Lehrplan",1914,Religionsunterricht,Erfurt,Luther,Sekundarstufe 1,,Lehrplan für die siebenstufigen Volksschulen in Erfurt,ger,Hauptschule,
"Württemberg,Deutschland,Deutschunterricht,Evangelischer Religionsunterricht,Geografieunterricht,Gesangunterricht,Geschichtsunterricht,Handarbeitsunterricht,Heimatkundeunterricht,Jüdischer Religionsunterricht,Katholischer Religionsunterricht,Mathematikunterricht,Naturgeschichte,Naturwissenschaftlicher Unterricht,Stereometrie,Realien,Religionsunterricht,Schreibunterricht,Sportunterricht,Zeichenunterricht,Volksschule,Grundschule,Sekundarstufe 1,Schuljahr 1-7,Lehrplan",1914,Religionsunterricht,Stuttgart,Grüninger (Klett & Hartmann),Sekundarstufe 1,,Lehrplan für die württemb. Volksschulen,ger,Hauptschule,
"Baden,Deutschland,Deutschunterricht,Geografieunterricht,Gesangunterricht,Geschichtsunterricht,Handarbeitsunterricht,Heimatkundeunterricht,Mathematikunterricht,Naturwissenschaftlicher Unterricht,Religionsunterricht,Sachunterricht,Sportunterricht,Zeichenunterricht,Volksschule,Grundschule,Sekundarstufe 1,Lehrplan,Baden,Deutschland,Berufsbildende Schule,Fortbildungsschule,Sekundarstufe 2,Lehrplan",1914,Religionsunterricht,Lahr,Schauenburg,Berufliche Bildungsgänge,,Die @Unterrichtspläne der Volks- und Fortbildungsschulen im Großherzogtum Baden,ger,Berufsbildende Schule,
"Deutschunterricht,Lehrerbildungsanstalt,Deutschland,Lesebuch",1914,Muttersprachlicher  Unterricht,Breslau,Handel,k08,,,ger,,
"Heimatkundeunterricht,Grundschule,Deutschland,Schulbuch",1914,Geographieunterricht,Nürnberg,Korn,Grundschule,,Heimatkundliche Stoffskizzen für den Unterricht in Stadtschulen teilweise mit Berücksichtigung der Stadt Nürnberg,ger,,Christian Spörl
"Preußen,Frauenbildung,Schulreform,Richtlinie,Preußen,Deutschland,Altsprachlicher Unterricht,Deutschunterricht,Evangelischer Religionsunterricht,Neusprachlicher Unterricht,Geografieunterricht,Gesangunterricht,Geschichtsunterricht,Gesundheitserziehung,Handarbeitsunterricht,Hauswirtschaftsunterricht,Heimatkundeunterricht,Katholischer Religionsunterricht,Kindergartenpädagogik,Kinderpflege,Kunst,Geschichte,Mathematikunterricht,Naturwissenschaftlicher Unterricht,Politischer Unterricht,Sportunterricht,Wirtschaftslehre,Zeichenunterricht,Lyzeum,Sekundarstufe 1,Sekundarstufe 2,Lehrplan",1914,Religionsunterricht,Berlin,J. G. Cotta'sche Buchh. Nachf.,Sekundarstufe 2,,Bestimmungen über das höhere Mädchenschulwesen in Preussen,ger,Gymnasium,
"Deutschunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Lesebuch",1914,Muttersprachlicher  Unterricht,Trier,Lintz,Sekundarstufe 1,,Für Quarta und Untertertia,ger,Gymnasium,
"Erstleseunterricht,Grundschule,Deutschland,Schulbuch",1914,Erstleseunterricht,Frankfurt,Diesterweg,Grundschule,,Fibel,ger,,
"Deutschunterricht,Lyzeum,Grundschule,Deutschland,Lesebuch",1914,Muttersprachlicher  Unterricht,Bielefeld,Velhagen & Klasing,Grundschule,,,ger,Gymnasium,
"Deutschunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Lesebuch",1914,Muttersprachlicher  Unterricht,Leipzig,Berlin,Sekundarstufe 1,,,ger,Gymnasium,
"Deutschunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Lesebuch",1914,Muttersprachlicher  Unterricht,Leipzig,Reisland,Sekundarstufe 1,,Prosaband,ger,Gymnasium,
"Heimatkundeunterricht,Grundschule,Deutschland,Schulbuch",1914,Geographieunterricht,Stettin,Schuster,Sekundarstufe 1,,Provinz Pommern,ger,,
"Geschichtsunterricht,Realschule,Sekundarstufe 1,Deutschland,Schulbuch",1914,Geschichtsunterricht,Hannover,Carl Meyer (Gustav Prior),Sekundarstufe 1,,Bilder aus der vaterländischen Geschichte der Neuzeit,ger,Realschule,
"Geografieunterricht,Realschule,Sekundarstufe 1,Deutschland,Schulbuch",1914,Geographieunterricht,Leipzig,List & von Bressensdorf,Sekundarstufe 1,,Mitteleuropa,ger,Realschule,
"Geografieunterricht,Grundschule,Deutschland,Schulbuch",1914,Geographieunterricht,Langensalza,Kortkamp,Grundschule,,Darstellender Anschauungsunterricht,ger,,
"Deutschunterricht,Grundschule,Deutschland,Lesebuch",1914,Muttersprachlicher  Unterricht,Leipzig,Klinkhardt,Grundschule,,,ger,,
"Deutschunterricht,Gymnasium,Sekundarstufe 2,Deutschland,Lesebuch",1914,Muttersprachlicher  Unterricht,Leipzig,Teubner,Sekundarstufe 2,,@,ger,,
"Erstleseunterricht,Grundschule,Deutschland,Schulbuch",1914,Erstleseunterricht,Braunschweig,Leipzig,Grundschule,GEIsb000121101,Fibel,ger,,
"Deutschunterricht,Gymnasium,Grundschule,Deutschland,Lesebuch",1914,Muttersprachlicher  Unterricht,Bielefeld,Velhagen & Klasing,Grundschule,GEIsb30500911x0314,,ger,Gymnasium,
"Deutschunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Lesebuch",1914,Muttersprachlicher  Unterricht,Bielefeld,Velhagen & Klasing,Sekundarstufe 1,GEIsb30500911x0514,,ger,Gymnasium,
"Geschichtsunterricht,Sekundarstufe 2,Deutschland,Schulbuch",1914,Geschichtsunterricht,Leipzig,Ploetz,Sekundarstufe 2,GEIsb000120804,Hauptdaten der Weltgeschichte,,,
"Geschichtsunterricht,Deutschland,Lehrmittel",1914,Geschichtsunterricht,Leipzig,Teubner,k07,kmmbuch00001504X,Gegenreformation und 30jähriger Krieg,ger,,
"Geschichtsunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Schulbuch",1914,Geschichtsunterricht,Halle,Buchh. des Waisenhauses,Sekundarstufe 1,GEIsb2450003x020914,Deutsche Geschichte für die mittleren Klassen,,Gymnasium,
"Geschichtsunterricht,Lehrerbildungsanstalt,Deutschland,Schulbuch",1914,Geschichtsunterricht,München,Oldenbourg,k08,GEIsb2550032x0214,"Die @Neubildung der europäischen Kulturwelt durch Christentum und Germanentum (Das Mittelalter), die Ausgestaltung der europäischen Kultur und deren Verbreitung über den Erdball (Die Neuzeit) [bis zum Westfälischen Frieden]",ger,,
"Deutschunterricht,Hauptschule,Sekundarstufe 1,Deutschland,Lesebuch",1914,Muttersprachlicher  Unterricht,Dresden,Schmidt,Sekundarstufe 1,GEIsb000098032,Der @Kinderfreund,ger,Hauptschule,
"Deutschunterricht,Grundschule,Deutschland,Lesebuch",1914,Muttersprachlicher  Unterricht,Bielefeld,Velhagen & Klasing,Grundschule,GEIsb3010087x0114,,ger,,
"Erstleseunterricht,Grundschule,Deutschland,Schulbuch",1914,Erstleseunterricht,Frankfurt am Main,Diesterweg,Grundschule,GEIsb000092852,Königsberger Fibel,ger,,
"Deutschunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Lesebuch",1914,Muttersprachlicher  Unterricht,Halle,Buchh. des Waisenhauses,Sekundarstufe 1,GEIsb2100025x0914,,ger,Gymnasium,
"Deutschunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Lesebuch",1914,Muttersprachlicher  Unterricht,Gießen,Roth,Sekundarstufe 1,GEIsb2100078x0214,,ger,Gymnasium,
"Geschichtsunterricht,Deutschland,Lehrmittel",1914,Geschichtsunterricht,Gotha,Perthes,k07,GEIsb000119864,Deutscher Aufstieg 1750 - 1914,,,
"Geschichtsunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Schulbuch",1914,Geschichtsunterricht,Leipzig,Hirt,Sekundarstufe 1,GEIsb24900690x0314,"Die @Zeit der Religionskämpfe und die Zeit der unumschränkten Fürstengewalt, Brandenburgisch-preußische Geschichte",,Gymnasium,
"Geografieunterricht,Deutschland,Lehrerhandbuch",1914,Geographieunterricht,Langensalza,Beltz,k07,GEIsb3610019x0614,Heimatkultur in der Schule,ger,,
"Deutschunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Lesebuch",1914,Muttersprachlicher  Unterricht,Bonn,Marcus u. Weber,Sekundarstufe 1,GEIsb2020053x0414,,ger,Gymnasium,
"Deutschunterricht,Grundschule,Deutschland,Lesebuch",1914,Muttersprachlicher  Unterricht,Gießen,Roth,Grundschule,GEIsb2010081x04914,,ger,,
"Realien,Sekundarstufe 1,Deutschland,Schulbuch",1914,Realien,Bielefeld,Velhagen & Klasing,Sekundarstufe 1,GEIsb000011473,Realienbuch,,,
"Sozialkundeunterricht,Politischer Unterricht,Deutschland,Lehrmittel",1914,Sozialkundeunterricht,Karlsruhe,Braun,k07,GEIsb000010645,Bürgerkunde,,,
"Sachunterricht,Grundschule,Deutschland,Schulbuch",1914,Sachunterricht,Köln,Bachem,Grundschule,GEIsb000019658,Die @Praxis des zweiten Schuljahres in katholischen Volksschulen,ger,,
"Geschichtsunterricht,Deutschland,Lehrmittel",1914,Geschichtsunterricht,Frankfurt am Main,Diesterweg,k07,GEIsb2600093x0514,Die @deutschen Städte im Mittelalter,ger,,
"Geschichtsunterricht,Sekundarstufe 2,Deutschland,Schulbuch",1914,Geschichtsunterricht,Halle,Buchh. des Waisenhauses,Sekundarstufe 2,GEIsb2450006x0514,Geschichte des Altertums,,,
"Geografieunterricht,Lyzeum,Sekundarstufe 1,Deutschland,Schulbuch",1914,Geographieunterricht,Breslau,Hirt,Sekundarstufe 1,GEIsb2250030x0514,"Länderkunde von Europa mit Ausnahme des Deutschen Reiches, Die koloniale Stellung der europäischen Mächte",ger,Gymnasium,
"Deutschunterricht,Berufsbildende Schule,Deutschland,Lesebuch",1914,Muttersprachlicher  Unterricht,München,Seyfried,Berufliche Bildungsgänge,GEIsb000018135,"Lesebuch für die Volksfortbildungsschulen der Regierungsbezirke Oberbayern, Niederbayern und Schwaben und Neuburg",ger,,
"Deutschunterricht,Realschule,Sekundarstufe 1,Deutschland,Lesebuch",1914,Muttersprachlicher  Unterricht,Bielefeld,Velhagen & Klasing,Sekundarstufe 1,GEIsb2030018x0314,,ger,Realschule,
"Deutschunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Lesebuch",1914,Muttersprachlicher  Unterricht,Leipzig,Freytag,Sekundarstufe 1,GEIsb202002200x03914,@,ger,Gymnasium,
"Erstleseunterricht,Realschule,Gymnasium,Grundschule,Deutschland,Schulbuch",1914,Erstleseunterricht,Leipzig,Berlin,Grundschule,GEIsb000021687,Rektor R. Dietleins deutsche Fibel,,Gymnasium,
"Deutschunterricht,Grundschule,Deutschland,Lesebuch",1914,Muttersprachlicher  Unterricht,Braunschweig,Hafferburg,Grundschule,GEIsb2010021x01914,,ger,,
"Erstleseunterricht,Grundschule,Deutschland,Schulbuch",1914,Erstleseunterricht,Leipzig,Nemnich,Grundschule,GEIsb000018524,"Das @Kind in Haus, Schule und Welt",ger,,
"Erstleseunterricht,Grundschule,Deutschland,Schulbuch",1914,Erstleseunterricht,Leipzig,Berlin,Grundschule,GEIsb000008663,Deutsche Fibel mit phonetischem Aufbau,,,
"Erstleseunterricht,Grundschule,Deutschland,Schulbuch",1914,Erstleseunterricht,Bruchsal,Katz,Grundschule,GEIsb000021516,Deutsche Fibel (Ersatz Grimmer) für den ersten Schreibleseunterricht,ger,,
"Deutschunterricht,Realschule,Sekundarstufe 1,Deutschland,Lesebuch",1914,Muttersprachlicher  Unterricht,Straßburg,Straßburger Dr. und Verl.-Anst.,Sekundarstufe 1,GEIsb2080007x0114,,ger,Realschule,
"Geografieunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Schulbuch",1914,Geographieunterricht,München,Oldenbourg,Sekundarstufe 1,GEIsb2250022x0414,Europa,ger,Gymnasium,
"Erstleseunterricht,Grundschule,Deutschland,Schulbuch",1914,Erstleseunterricht,Leipzig,Berlin,Grundschule,GEIsb000014633,Stettiner Fibel,ger,,
"Geografieunterricht,Realschule,Sekundarstufe 1,Deutschland,Schulbuch",1914,Geographieunterricht,München,Oldenbourg,Sekundarstufe 1,GEIsb2270006x0314,Länderkunde von Europa,ger,Realschule,
"Geschichtsunterricht,Deutschland,Lehrmittel",1914,Geschichtsunterricht,Leipzig,Teubner,k07,GEIsb2600001x00214,Griechische Geschichte von 431 bis 338 v. Chr.,ger,,
"Deutschunterricht,Deutschland,Lesebuch",1914,Muttersprachlicher  Unterricht,Leipzig,Ehlermann,k07,GEIsb000008873,Meisterwerke der komischen Literatur,ger,,
"Deutschunterricht,Sekundarstufe 1,Deutschland,Lesebuch",1914,Muttersprachlicher  Unterricht,Hamburg,Ges. der Freunde des Vaterländ. Schul- und Erziehungswesens,Sekundarstufe 1,GEIsb2040017x01914,@,ger,,
"Realien,Berufsbildende Schule,Deutschland,Lehrmittel",1914,Realien,Wittenberg,Herrosé,Berufliche Bildungsgänge,GEIsb000015666,Lesebuch für ländliche Fortbildungsschulen,,,
"Deutschunterricht,Realschule,Sekundarstufe 1,Deutschland,Lesebuch",1914,Muttersprachlicher  Unterricht,Leipzig,Klinkhardt,Sekundarstufe 1,GEIsb2030031x0414,Haus und Vaterland I,ger,Realschule,
"Geografieunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Schulbuch",1914,Geographieunterricht,Breslau,Hirt,Sekundarstufe 1,GEIsb2250001x121x09914,Landeskunde der Provinz Hessen-Nassau,ger,Gymnasium,
"Erstleseunterricht,Grundschule,Deutschland,Schulbuch",1914,Erstleseunterricht,Hamburg,Braunschweig,Grundschule,GEIsb000021735,Hansa-Fibel,ger,,
"Realien,Sekundarstufe 1,Deutschland,Schulbuch",1914,Realien,Bielefeld,Velhagen & Klasing,Sekundarstufe 1,GEIsb000016659,Badisches Realienbuch,ger,,
"Deutschunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Lesebuch",1914,Muttersprachlicher  Unterricht,Halle,Buchh. des Waisenhauses,Sekundarstufe 1,GEIsb2100025x0514,,ger,Gymnasium,
"Deutschunterricht,Gymnasium,Grundschule,Deutschland,Lesebuch",1914,Muttersprachlicher  Unterricht,Frankfurt am Main,Diesterweg,Grundschule,GEIsb2020008x0114,Klasse 9 (zweites Schuljahr),ger,Gymnasium,
"Deutschunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Lesebuch",1914,Muttersprachlicher  Unterricht,Berlin,Grote,Sekundarstufe 1,GEIsb2050005x03914,@,ger,Gymnasium,
"Deutschunterricht,Gymnasium,Grundschule,Deutschland,Lesebuch",1914,Muttersprachlicher  Unterricht,Leipzig,Klinkhardt,Grundschule,GEIsb2020073x0214,,ger,Gymnasium,
"Deutschunterricht,Gymnasium,Grundschule,Deutschland,Lesebuch",1914,Muttersprachlicher  Unterricht,Bielefeld,Velhagen & Klasing,Grundschule,GEIsb2020075x0314,,ger,Gymnasium,
"Deutschunterricht,Hauptschule,Sekundarstufe 1,Deutschland,Lesebuch",1914,Muttersprachlicher  Unterricht,Neuwied,Heuser,Sekundarstufe 1,GEIsb2110035x0314,,ger,Hauptschule,
"Deutschunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Lesebuch",1914,Muttersprachlicher  Unterricht,Nürnberg,Korn,Sekundarstufe 1,GEIsb2100085x0714,Deutsches Lesebuch für die siebente Klasse der bayerischen Gymnasien und verwandter Lehranstalten,ger,Gymnasium,
"Geografieunterricht,Realschule,Sekundarstufe 1,Deutschland,Schulbuch",1914,Geographieunterricht,Frankfurt am Main,Diesterweg,Sekundarstufe 1,kmmbuch00017003X,Heimatkunde der Provinz Sachsen,ger,Realschule,
